name,lat,lon,town
Monastero Di Clausura Serve di Maria Oblate Sacerdotali,45.4195627,11.0064893,Verona
chiesa della Nativita di Maria,46.0536678,11.4595225,Borgo
Chiesa di Santa Maria Maddalena,45.5696451,11.4992113,Crispi Cavour
Santa Bertilla,45.5511484,11.5245486,Vicenza
Santa Anna,46.0533640,11.4571122,Borgo
San Francesco,46.0545279,11.4577981,Borgo
Chiesa di Santa Maria Antica,45.4434830,10.9989207,Verona
San'Antonio da Padova,46.0407864,11.4645621,Borgo
Chiesa di Montegaldella,45.4354280,11.6746471,Montegaldella
Chiesa di San Marco,45.4475968,11.6708061,Montegalda
Chiesa di Santa Giustina,45.4480603,11.6764063,Montegalda
Chiesa di Sant'Agostino,45.5168306,11.5118102,Creazzo
Sant'Antonio Abate,45.4579898,10.9464429,Parona
Oratorio di Beata Vergine del Carmine,45.4817695,11.6152133,Longare
Ognissanti,45.4457618,10.9407394,Parona
Chiesa di San Massimo,45.4388489,10.9453472,Parona
Parrocchia di San Clemente,45.5468097,10.9946891,Stallavena-Lugo
Chiesa di Alcenago,45.5478903,10.9959879,Stallavena-Lugo
Chiesa di San Biagio,45.5023098,11.4912137,Altavilla Vicentina
Chiesa di S.Urbano Papa e Martire,45.5106379,11.4697284,Altavilla Vicentina
SS. Redentore E San Urbano Papa,45.5107806,11.4625628,Altavilla Vicentina
Santa Maria della neve,45.4442272,11.0780331,Montorio
Chiesa parrocchiale Beato Carlo Steeb,45.4337393,11.0537108,Montorio
San Giovanni Evangelista,45.4182380,10.9562915,Verona
Santuario Madonna della Salute,45.4056760,10.9294383,Dossobuono
Santa Lucia,45.4221703,10.9518732,Verona
Duomo di Costabissara,45.5827836,11.4840854,Costabissara
Duomo di Costabissara,45.5829835,11.4840115,Costabissara
Duomo di Costabissara,45.5831462,11.4838538,Costabissara
Duomo di Costabissara,45.5829141,11.4838943,Costabissara
Oratorio di San Valentino,45.5785378,11.4781659,Costabissara
Oratorio di Sant'Apollonia,45.5827911,11.4818570,Costabissara
Duomo di Costabissara,45.5829234,11.4840266,Costabissara
Duomo di Costabissara,45.5829614,11.4837613,Costabissara
Duomo di Costabissara,45.5826804,11.4839547,Costabissara
Missionari Comboniani,45.4480979,11.0067288,Poiano
Chiesa di San Pietro in Oliveto,45.5423859,10.2293984,Brescia
San Tomaso Cantuariense,45.4422201,11.0030457,Verona
Chiesa San Zeno in Monte,45.4446674,11.0079865,Poiano
Chiesa di Gesu Cristo dei Santi degli Ultimi Giorni,45.4458547,11.0141050,Poiano
Chiesa di San Benedetto Abate,45.5433570,11.6021045,Villaggio Montegrappa
Chiesetta degli Alpini,45.5850532,10.4060640,Vallio Terme
Chiesa di San Tommaso,45.8026043,11.9569993,Maser
Tempietto Barbaro,45.8121582,11.9785867,Maser
Chiesa di Madonna della Salute,45.7787421,11.9697803,Altivole
Chiesetta di SAN MARTINO,45.8213809,11.8818630,Castelcucco
Cattedrale di Santa Maria Assunta,45.8018715,11.9137701,Asolo
Ex convento di San Pietro,45.8037095,11.9144122,Asolo
Madonna del Popolo,45.3577696,10.8372394,Villafranca di Verona
Duomo,45.3521024,10.8454234,Villafranca di Verona
Chiesa dei Frati Francescani,45.3508324,10.8410366,Villafranca di Verona
Chiesa parrocchiale di San Girolamo,45.3438109,10.8080694,Rosegaferro
Chiesa di San Giovanni Battista,45.3732074,10.9138364,Alpo
Chiesetta di San Giacomo,45.7787318,11.7683034,Romano d'Ezzelino
Chiesa di San Giacomo Maggiore,46.0630479,10.8111942,Ragoli
Chiesa di San Benedetto Abate,45.5433838,11.6020649,Villaggio Montegrappa
ADI,45.5467895,11.6150541,Villaggio Montegrappa
Santuario della Madonnina,45.3839073,11.0419234,San Giovanni Lupatoto
Chiesa,45.3801181,11.0510390,San Giovanni Lupatoto
Duomo di Lonato,45.4605286,10.4850941,Lonato
Chiesetta di Sant'Agata,45.7659351,11.6850641,Marostica
Chiesa San Giorgio,45.7259111,11.3302633,Torrebelvicino
Madonna della Salute,45.8183687,11.6883609,Campolongo sul Brenta
Nativita della Beata Vergine Maria,45.8049715,11.6582137,San Nazario
Chiesa di S. Ambrogio,45.7888888,11.6945948,Campese
Chiesa di Monfumo,45.8316148,11.9201477,Monfumo
Chiesa di Villa D'Asolo,45.7714005,11.9000107,Villa d'Asolo
Chiesetta Ospedale,45.7967569,11.9128095,Asolo
Cappella Villa Albrizzi,45.7918287,11.8336727,San Zenone degli Ezzelini
Chiesa di San Bernardo,45.7201502,10.3843301,Vestone
Chiesa di San Rocco,45.7396162,10.3538297,Pertica Alta
Chiesa della Visitazione di Maria Vergine,45.5241879,10.2680139,Buffalora-Bettole
Chiesa di San Gottardo,45.5430368,10.2506434,Brescia
Santuario di Sant'Emiliano e Tirso,45.6823132,10.2286050,Marcheno
Chiesa di San Michele Arcangelo,46.0905176,11.2809091,Frassilongo
Chiesetta della Madonna di Luordes,45.8209822,11.8540641,Paderno
Chiesetta di San Paolo,45.8196442,11.8469857,Paderno
Santuario Santa Maria Salus Infirmorum,45.6635386,11.6668577,Pozzoleone
San Giacomo,46.0172411,11.9069899,Feltre
San Giovanni Nepomuceno,46.0176937,11.9046072,Feltre
Concattedrale di San Pietro Apostolo,46.0167472,11.9095729,Feltre
San Rocco,46.0188297,11.9100658,Feltre
Madonna di Onea,46.0569507,11.4454933,Borgo
Chiesa di Sant'Ulderico,45.4979244,10.9018155,Corrubbio
Chiesa di San Martino e San Rocco,45.4858133,10.9022119,Corrubbio
Chiesa di San Rocco,45.4807423,10.8667177,Pescantina
Santa Maria Maggiore,45.4744585,10.8469775,Bussolengo
Chiesa di San Michele,45.4816992,10.8430941,Bussolengo
San Rocco,45.4713367,10.8555607,Bussolengo
Cristo Risorto,45.4656021,10.8540169,Bussolengo
Chiesa di San Giacinto,45.5229031,10.2111022,Brescia
Chiesa della Sacra Famiglia,45.9164322,10.2175032,Piamborno
Cappella di Sant'Adalberto,46.0582141,11.1378556,Povo
Parrocchia di Vanoni,45.3143788,10.7624811,Malavicina
Cappella Regina Pacis,45.3325928,10.7866040,Quaderni
Chiesetta di Bella Venezia,45.6862601,11.9170149,Castelfranco Veneto
Pieve Romanica,45.5178235,10.9077920,Pedemonte
Chiesa di San Pietro ap.,45.5147964,10.8779195,San Pietro in Cariano
Santa Maria dell'Ospedale di Mezzacampagna,45.5058094,10.8444749,Ospedaletto
Chiesa di San Marco al Pozzo,45.5307489,10.9058586,Valgatara
Chiesetta di San Micheletto,45.5341096,10.8762141,Fumane
Santa Maria del Degnano,45.5366140,10.8919330,Fumane
San Benedetto,45.4453083,10.6682985,Peschiera del Garda
Sancto Carolo,45.3696750,10.5669768,Solferino
Chiesa dei Santi Faustino e Giovita,45.5272047,10.2905258,Botticino
Chiesa di San Rocco,45.5869932,10.2957925,Nave
Pieve della Mitria,45.5898489,10.3080947,Caino
Madonna del Cinale,45.8623180,10.7953795,Molina di Ledro
Chiesa di San Fiorano,45.5378858,10.2382454,Brescia
Santuario della Madonna della Salute,45.5538395,10.2318600,Brescia
Chiesetta di Sant'Andrea,45.8549950,11.8451209,Paderno
San Giacomo,45.8550158,11.8829505,Possagno
Tempio del Canova,45.8582063,11.8781360,Possagno
San Pancrazio,45.8308355,11.8410460,Crespano del Grappa
Chiesa Parrocchiale di Paderno del Grappa,45.8264730,11.8519758,Paderno
Duomo San Marco,45.8288131,11.8408744,Crespano del Grappa
Chiesetta di Villa Fietta,45.8312579,11.8487673,Paderno
Chiesetta di San Giacomo,45.8283955,11.8596220,Paderno del Grappa
Belvedere,45.8243170,11.8413069,Crespano del Grappa
Chiesa Madonna della Salute,45.8356956,11.8452616,Paderno
Chiesa di San Rocco,45.5932453,10.1607159,Piazza
Chiesa dei Santi Cosma e Damiano,45.7529673,10.2925183,Marmentino
Chiesa di San Paolo Converso,45.5842806,10.2136863,Collebeato
Pieve di Santa Giustina,45.4584208,10.8190482,Sandra
Chiesa di Sant'Afra in Sant'Eufemia,45.5358107,10.2296465,Brescia
Santuario della Madonna del Buon Consiglio,45.6343004,10.5302909,Salo
Santuario della Madonna delle Fontane,45.6195697,10.3074845,Caino
Santuario Santa Maria in Progno,45.5016063,10.9325775,Arbizzano-Santa Maria
Chiesa di Santa Maria della Pace,45.5397135,10.2152045,Brescia
Chiesa di Santa Giovanna Antida,45.5617924,10.1907601,Fantasina
Chiesa della Nativita di Beata Vergine,45.5571513,10.2000442,Collebeato
Chiesa di San Martino,45.5157038,10.3330271,Rezzato
Maria Ausiliatrice,45.9702060,10.9650007,Drena
Chiesa di San Rocco,45.8256010,10.4593207,Bagolino
Chiesa di San Giorgio,45.8226657,10.4643221,Bagolino
Chiesa della Madonna delle Longhe,45.8197682,10.1483123,Gratacasolo
Capitello Madonna,45.7385607,11.8233073,Cassola
Chiesa di Sant'Antonino,45.5699398,10.2483464,Bovezzo
Chiesa di San Sebastiano,45.6805399,11.9049979,Castello di Godego
Chiesa di San Pietro,45.6905079,11.8878797,Castello di Godego
Chiesetta Sant'Antonio,45.6943110,11.8803786,Castello di Godego
Chiesa S. Mauro,45.6965851,11.8315525,Rossano Veneto
Chiesetta dei morti,45.9203733,10.6000651,Castel Condino
Chiesa di Santa Maria Assunta,45.8911577,10.1885176,Darfo Boario Terme
Chiesetta degli Alpini,45.5238466,10.3244065,Rezzato
Chiesa di San Giovanni Battista,45.5143704,10.3178340,Rezzato
Chiesetta di San Bovo,45.7893980,11.7118326,Campese
Chiesa di San Floriano,45.8503275,10.5800537,Storo
Santuario della Madonna del Monte,45.8621820,10.1863022,Gianico
Chiesa di Santa Maria della Neve,45.8503796,10.1808875,Artogne
Chiesa di San Giorgio,45.8941523,10.6748921,Pieve di Ledro
Chiesa di Sant'Andrea,45.8511843,10.5795674,Storo
Chiesa di San Daniele Profeta,45.6534952,11.9075815,Sant'Andrea
Madonna della Mercede,46.0527444,11.5285211,Villa-Agnedo
Chiesa di Sant'Andrea Apostolo,45.5979227,10.2283229,Concesio
Chiesa di San Pietro in Vincoli,45.6101998,10.3616838,Case Nuove
Chiesa di San Giovanni Nepumuceno,45.8414267,10.5495712,Lodrone-Darzo
Pieve di San Giorgio di Valpolicella,45.5352560,10.8499292,Sant'Ambrogio di Valpollicella
Santuario di Monte Solane,45.5459080,10.8562344,Fumane
Chiesa di San Martino,45.5253891,10.8728266,San Pietro in Cariano
Chiesa Parrocchiale di Mazzurega,45.5486806,10.8646439,Fumane
San Osvaldo,46.0502554,11.3737776,Novaledo
Santuario di San Bartolomeo,45.7044318,10.1909522,Magno
Chiesa di Santa Croce,45.8804656,11.0354646,Rovereto
Santuario della Madonna del Patrocinio,45.5379647,10.2520714,Brescia
Chiesa della Madonna dell'Aiuto,45.8264310,10.5314741,Lodrone-Darzo
Chiesa dell'Annunciazione di Maria,45.8295955,10.5358263,Lodrone-Darzo
Chiesa di San Calimero,45.5656109,10.2398622,Bovezzo
Chiesa di Santa Maria Nascente,45.5474747,10.1975272,Brescia
"Duomo SS. Vito, Modesto e Crescenzia",45.2907926,11.5383981,Noventa Vicentina
Chiesa vecchia di San Francesco d'Assisi,45.5802695,10.2765597,Nave
Chiesa di San Marco,45.6892287,10.1832100,Gardone Val Trompia
Chiesa di San Rocco,45.6906845,10.1812256,Gardone Val Trompia
Chiesa di San Marco,45.7602731,10.7454906,Pieve
Chiesa di San Marco,45.5881974,10.2571766,Bovezzo
Chiesa di Sant'Apollonio,45.5928533,10.2436508,Bovezzo
Chiesa di San Rocco,45.5940451,10.2440729,Bovezzo
Chiesa della Nativita di Maria,45.5739904,10.2212777,Collebeato
Pieve di San Pancrazio,45.4051866,10.3936731,Montichiari
Chiesa di San Carlo,45.7433617,10.9539095,Sabbionara
Santa Apollonia,46.0707826,11.5134945,Spera
Chiesa di Sant'Antonio di Padova,45.5885769,10.2931288,Nave
Chiesa di San Zenone,45.6139234,10.3168804,Caino
Santuario di San Rocco,45.6162695,10.3161878,Caino
Chiesetta degli Alpini,45.7636452,10.5500753,Capovalle
Sacra Famiglia,45.8948141,11.0390304,Rovereto
Chiesetta de Probizer,45.9484300,11.0206476,Pomarolo
Oratorio San Giovanni Battista,45.8958370,11.9613267,Valdobbiadene
Chiesa di San Vito,45.8966707,11.9681556,Valdobbiadene
Chiesa di San Marco evangelista,45.3533591,10.7250076,Valeggio sul Mincio
Chiesetta di San Lorenzo,45.9671799,11.6011052,Grigno
Chiesa di San Marco Evangelista,45.9153717,11.2713983,Lastebasse
San Rocco,46.0830599,11.5444577,Bieno
San Giuseppe,46.0814422,11.5221690,Samone
San Donato,46.0787775,11.5207568,Samone
Chiesa di Santa Caterina in Villa,45.5247626,11.2360312,San Giovanni Ilarione
Chiesa di San Zeno,45.5290961,11.2463883,San Giovanni Ilarione
Chiesa di Sant'Angela Merici,45.5180539,10.2571548,Buffalora-Bettole
Chiesetta di San Pietro,45.3987806,10.6684152,Ponti sul Mincio
Fraternita Paolo VI,45.3520029,10.1319963,Manerbio
Chiesa di San Massimiliano Maria Kolbe,45.5235093,10.2887162,Botticino
Chiesetta del Partigiano,45.6878105,10.4688178,Trebbio
Chiesa dei Caduti e Dispersi di Guerra,45.6307903,10.2578454,Lumezzane
Chiesa dei Santi Gervasio e Protasio,45.4610049,10.1726330,Poncarale
Chiesa di San Bernardino,45.7401493,10.9546284,Sabbionara
Oratorio Favallina,45.4973854,11.6645002,Grumolo delle Abbadesse
Chiesa di Campo di Alano,45.9160170,11.9207683,Quero
Duomo,45.9235102,11.9317239,Quero
Chiesa di San Valentino,45.9189413,11.9252141,Quero
Chiesa dei Ss. Gervasio e Protasio,45.9013564,11.9542628,Segusino
Chiesa di Santa Giulia,45.5532047,10.4003845,Paitone
Chiesa di Lapio,45.4734677,11.5354789,Arcugnano-Torri
Chiesa di San Michele,45.3660556,10.2201188,Leno
Chiesa di San Martino di Tours,45.5936782,10.2872501,Nave
Chiesa Parrocchiale della Santissima Trinita di Fietta,45.8424393,11.8502864,Paderno
Chiesa della Nativita della Beata Vergine,45.5640434,10.1999710,Collebeato
Pieve di Urago Mella,45.5643972,10.1999157,Collebeato
Chiesa Madonna delle Grazie,45.8434255,11.8570839,Paderno del Grappa
Cappella di Villa Vignola,45.7796423,11.8327527,San Zenone degli Ezzelini
Chiesa di Sant'Antonio,45.6318491,10.1998628,Villa Carcina
Chiesetta di San Giacomo,45.6350850,10.2566482,Lumezzane
Chiesa di San Michele Arcangelo,45.7218269,10.2307497,Brozzo
Chiesa di San Rocco al Monte,45.6338794,10.1892179,Villa Carcina
San Vittore,45.9091407,11.9148138,Alano di Piave
Chiesa dei Santi Gervasio e Protasio,45.9449884,10.2298015,Ossimo Superiore
Chiesa di San Carlo,45.9455940,10.2330396,Ossimo Superiore
Chiesa dei Santi Martino e Giovanni Battista,45.9473048,10.2069460,Borno
Chiesa dei Santi Cosma e Damiano,45.9410946,10.2362842,Ossimo Superiore
Santi Nazaro e Celso,45.3535876,10.2456330,Castelletto
Chiesa di San Bernardo,45.5522451,10.2382969,Brescia
Chiesa di San Calogero,45.7434553,10.2306380,Tavernole
chiesa di San Bartolomeo,46.0447279,11.2760594,Vignola
Chiesa Vecchia di Cavalo,45.5649789,10.8624099,Fumane
Chiesetta del cimitero,45.3574768,10.2211538,Leno
Chiesa della Visitazione di Maria Vergine,45.4288064,10.1797469,Bagnolo Mella
Oratorio di San Vito,45.2758516,10.4584845,Castel Goffredo
Chiesa dei Santi Vigilio e Gregorio Magno,45.6090880,10.1933721,San Vigilio
Chiesa di San Barnaba Apostolo,45.5548270,10.2181471,Brescia
Chiesa di San Giovanni Battista,45.5849487,10.2261296,Collebeato
Chiesa Santa Maria Assunta,45.4064183,10.7523445,Salionze
Chiesa di Cristo dei Monti,45.6469178,10.3045655,Caino
Santuario di Santa Maria della Pieve,45.4241926,11.1725926,Caldiero
Chiesetta della Madonna al Campo del Gallo,45.6753781,10.2527716,San Sebastiano
Chiesa di San Marco Evangelista,45.5380715,10.2245438,Brescia
Chiesa di Santo Stefano,45.5112312,10.4200134,Bedizzole
Chiesa di San Velgio,45.6099361,10.1920328,San Vigilio
Santuario di Santa Barbara,45.6686455,10.2613458,San Sebastiano
Chiesa di San Zeno Vescovo,45.3169752,10.9405463,Vigasio
Vecchia Chiesa parrocchiale sconsacrata,45.3166593,10.9389427,Vigasio
Chiesa di San Francesco,45.7099602,10.4002346,Vestone
Santuario della Madonna del Visello,45.6762116,10.3691826,Sottocastello
Chiesa di San Michele,45.6307854,10.5497089,Gardone Riviera
Santuario della Madonna della Neve,45.6212802,10.4654421,Roe Volciano
Santuario della Madonna della Misericordia,45.7796491,10.2580425,Bovegno
Chiesa di San Giovanni Battista,45.6590541,10.2399452,San Sebastiano
Chiesa di San Giuseppe,45.8222422,10.5284076,Ponte Caffaro
Santuario della Madonna di Supina,45.6695230,10.6374002,Gargnano
Chiesa di San Bartolomeo,45.5676292,10.2203934,Collebeato
Chiesa di Buttapietra,45.3418118,10.9991183,Buttapietra
Santuario della Madonna del Rio Secco,45.7392511,10.5233595,Capovalle
Chiesa Di Sacro Cuore,45.7503014,11.7946107,Cassola
Chiesa di San Rocco,45.8898373,10.5984174,Condino
Chiesa dei Santi Gervasio e Protasio,45.8162358,10.4596326,Bagolino
Chiesa dei Caduti di tutte le Guerre,45.6732593,10.5915774,Toscolano Maderno
Pieve di Santa Maria Assunta,45.5987235,10.1564390,Piazza
Chiesa di Fimon,45.4692283,11.5084596,Zovencedo
Chiesa della Regina della Pace,45.6626203,10.1966513,Sarezzo
Chiesa dei Santi Pietro e Paolo,45.7083413,10.2178313,Marcheno
Chiesa di San Giorgio Martire,45.6983753,10.1884572,Gardone Val Trompia
Chiesa di San Martino,45.6628781,10.1980069,Sarezzo
Chiesa di San Glisente,45.8887371,10.2822687,Berzo Inferiore
Chiesa di San Bartolomeo,45.7470205,10.3648950,Pertica Bassa
Chiesa di Santa Maria alle Grazzine,45.5589692,10.2276143,Brescia
Chiesa del Santo Corpo e Sangue di Cristo,45.5406261,10.2281719,Brescia
Chiesa dei Santi Antonio e Gaetano,45.6570746,10.1632466,Brione
Chiesa di San Giovanni Battista,45.6539427,10.1396107,San Zenone
Chiesa di Santa Maria della Neve,45.6688977,10.1453785,Polaveno
Chiesa dei Santi Emiliano e Tirso,45.6322700,10.1922762,Villa Carcina
Abbazia di Santo Stefano,45.2731787,11.0054608,Isola della Scala
Santuario della Madonna della Bastia,45.2710930,10.9986265,Isola della Scala
Chiesa di San Giacomo al Mella,45.5467850,10.1853080,Fantasina
Chiesa di San Martino,45.5267235,10.5336865,Moniga del Garda
Chiesa di Sant'Antonio,45.7989908,10.5039571,Ponte Caffaro
Chiesa di San Sisto,46.0787068,10.3717974,Cevo
Santuario della Madonna dell'Androla,46.0802982,10.3638398,Cevo
Santuario dei Santi Nazaro e Celso,46.0783997,10.3529305,Cedegolo
Chiesa di Santa Cristina,45.9986901,10.2588274,Lozio
Chiesa di San Francesco d'Assisi,45.5379568,10.2150169,Brescia
Chiesa di Santa Maria dei Miracoli,45.5372443,10.2149482,Brescia
Chiesa dei Santi Cosma e Damiano,45.5393634,10.2119825,Brescia
Chiesa dei Santi Nazaro e Celso,45.5369417,10.2133986,Brescia
Chiesa di Sant'Agata,45.5390514,10.2188038,Brescia
Chiesa di San Giovanni Evangelista,45.5413222,10.2177333,Brescia
Chiesa convento di San Giuseppe,45.5406778,10.2204241,Brescia
Chiesa di San Lorenzo,45.5356529,10.2200023,Brescia
Chiesa di Sant'Angela Merici,45.5344420,10.2252421,Brescia
Chiesa di Santa Maria in Calchera,45.5368596,10.2279493,Brescia
Chiesa di San Clemente,45.5376484,10.2262239,Brescia
Chiesa di Santa Maria delle Grazie,45.5426063,10.2131124,Brescia
Chiesa di Santa Maria del Carmine,45.5429020,10.2190642,Brescia
Chiesa di San Siro,46.0314573,10.3412574,Capo di Ponte
Chiesa di San Rocco,46.0360115,10.3460078,Capo di Ponte
Chiesa delle Sante Faustina e Liberata,46.0326304,10.3526161,Capo di Ponte
Chiesa di San Nicolo,45.7709723,10.2580820,Stravignino
Santuario di Santa Maria Annunciata,45.7051485,10.2106636,Marcheno
Chiesa di San Giacomo Apostolo,45.7190582,10.2191190,Brozzo
Chiesa di Santo Stefano in Rocca,45.7010452,10.3868107,Vestone
Chiesa di San Filastrio,45.7454688,10.2402408,Tavernole
Chiesa dei Santi Filippo e Giacomo,45.7472347,10.2405321,Tavernole
Santuario della Madonna della Rocca,45.6558986,10.4192415,Sabbio Chiese
Chiesa di Santa Maria Assunta,45.6463014,10.5002437,Vobarno
Santuario della Madonna della Rocca,45.6480895,10.4992424,Vobarno
Chiesa di Cristo Re,45.6730891,10.1875713,Sarezzo
Chiesa di Santa Maria Assunta,45.7376392,10.7212470,Gardola
Monastero di San Salvatore,46.0396948,10.3534857,Sellero
Chiesa di San Fiorano,46.0473480,10.3546782,Sellero
Chiesa di San Desiderio,46.0583197,10.3436386,Sellero
Chiesa di Santa Maria Assunta,46.0564198,10.3432183,Sellero
Santuario della Madonna dell'Acqua Salto,45.6623183,10.3348931,Bione
Chiesa dei Santi Martiri Ippolito e Cassiano,45.6504426,10.3530390,Agnosine
Chiesa di San Silvestro,45.8891661,10.1512975,Angolo Terme
Chiesa di San Lorenzo,45.8917116,10.1450392,Angolo Terme
Chiesa della Madonna,45.8945374,10.1434189,Angolo Terme
Chiesa di Sant'Antonio Abate,45.7244862,10.3707059,Pertica Bassa
Chiesa di San Colombano Abate,45.8100309,10.3665417,Collio
Chiesa dei Santi Nazario e Celso,45.8091161,10.3342947,Collio
Chiesa di San Rocco,45.8108663,10.3314746,Collio
Santuario di Santa Maria delle Pertiche,45.7132369,10.4796613,Trebbio
Chiesa di San Zenone,45.7055433,10.5084022,Crone
Chiesa di San Giovanni,45.9204737,10.1581729,Angolo Terme
Chiesa di Sant'Antonio Abate,45.8104821,10.3194386,Collio
Chiesa della Santissima Trinita,45.7149532,10.3489698,Mura
Chiesa di San Michele Arcangelo,45.6844897,10.4516417,Cedessano
Santuario della Madonna delle Cornelle,45.6836759,10.4595104,Cedessano
Chiesa di San Francesco,45.6870151,10.4368966,Cedessano
Chiesa di San Giorgio,45.6485644,10.3477944,Agnosine
Chiesa di San Lino,45.6330123,10.3650856,Agnosine
Chiesa di San Bartolomeo,45.6191566,10.5286788,Salo
Chiesa di San Matteo,45.7110274,10.6925627,Gardola
Chiesa di San Nicolo da Bari,45.6229339,10.5641547,Gardone Riviera
Chiesa di San Marco,45.8155621,10.3504773,Collio
Santuario della Beata Vergine di Tizio,45.8115288,10.3359890,Collio
Chiesa di San Gaetano,45.5331099,10.2284716,Brescia
Chiesa di Santa Rita,45.5401525,10.2208345,Brescia
Chiesa di Sant'Antonio Abate,45.6440820,10.1939791,Villa Carcina
Santuario della Madonna di San Lorenzo,45.6475168,10.1958823,Sarezzo
Chiesa di Sant'Anna,45.5546861,10.1842895,Fantasina
Chiesa di San Giuseppe Lavoratore,45.5417670,10.1711145,Roncadelle
Chiesa dei Santi Faustino e Giovita,45.4990338,10.2433751,Borgosatollo
Chiesa di San Martino,45.5662430,10.3885720,Paitone
Santuario della Beata Vergine,45.5594535,10.3936728,Paitone
Chiesa di San Rocco,45.5577876,10.3930893,Paitone
Chiesa dei Santi Faustino e Giovita,45.6529557,10.2027380,Sarezzo
Chiesa di San Zeno al Foro,45.5393460,10.2260518,Brescia
Chiesa di San Giorgio,45.7936068,10.2739906,Bovegno
Chiesa di Santa Maria Assunta,45.7907433,10.2680205,Bovegno
Chiesa di San Rocco,45.7888832,10.2685454,Bovegno
Chiesa di San Lorenzo Martire,45.7732794,10.2777279,Irma
Chiesa di Santa Maria Assunta,45.7552925,10.2851212,Marmentino
Chiesa di Santa Maria Maddalena,45.7614219,10.2488300,Stravignino
Chiesa di Sant'Apollonio Vetere,45.7782339,10.2386694,Pezzaze
Chiesa di San Zenone,45.6395622,10.1417613,San Zenone
Chiesa della Nativita di Maria,45.4962687,10.2745096,Buffalora-Bettole
Chiesa di Sant'Andrea,45.6358530,10.5995720,Toscolano Maderno
Chiesa di Sant'Ercolano,45.6348650,10.5999096,Toscolano Maderno
Chiesa di San Pietro in Lucone,45.5529501,10.4964545,Polpenazze del Garda
Chiesa di Sant'Antonio Abate,45.5555049,10.5135991,Polpenazze del Garda
Chiesa di Santa Maria ad Nives,45.5727469,10.5294143,Raffa
Santuario della Madonna del Carmine,45.5803375,10.5469928,San Felice del Benaco
Chiesa di San Giovanni Battista,45.5935376,10.5528523,San Felice del Benaco
Chiesa di San Quirico,45.5722859,10.4827197,San Giacomo
Chiesa di Santa Maria delle Consolazioni,45.5406141,10.2228363,Brescia
Santa Maria di Tenesi,45.5634869,10.5459663,Manerba del Garda
Sala Don Andrea Recaldini,45.4993942,10.2788335,Buffalora-Bettole
Chiesa di San Fiorino,45.9548767,10.2026029,Borno
Chiesa dei Santi Pietro e Paolo,45.7657119,10.4921107,Anfo
Chiesa di Santa Petronilla,45.7689187,10.4903724,Anfo
Chiesa di San Gaudenzio,45.5695915,10.2427987,Bovezzo
Chiesa di San Gottardo,45.6825977,10.4055095,Barghe
Chiesa di San Giuseppe,45.6769455,10.4953739,Vobarno
Chiesa di San Martino,45.6816352,10.5069615,Vobarno
Chiesa di San Lorenzo,45.6380087,10.4563021,Sabbio Chiese
Chiesa di Santa Maria,45.5878571,10.4409444,Gavardo-Sopraponte
Chiesa dell'Annunciazione di Maria,45.9360224,10.2435471,Esine
Chiesa di Sant'Alessandro,45.6719921,10.5054597,Vobarno
Chiesa del Sacro Cuore di Gesu,45.6015877,10.4550358,Villanuova sul Clisi
